searge,name,desc
net.minecraft.resources.ResourceLocation,net.minecraft.resources.ResourceLocation,"An immutable location of a resource, in terms of a path and namespace.\n<p>\nThis is used as an identifier for a resource, usually for those housed in a {@link net.minecraft.core.Registry}, such as blocks and items.\n<p>\n{@code minecraft} is always taken as the default namespace for a resource location when none is explicitly stated. When using this for registering objects, this namespace <strong>should</strong> only be used for resources added by Minecraft itself.\n<p>\nGenerally, and by the implementation of {@link #toString()}, the string representation of this class is expressed in the form {@code namespace:path}. The colon is also used as the default separator for parsing strings as a {@code ResourceLocation}.\n@see net.minecraft.resources.ResourceKey"
net.minecraft.world.level.storage.loot.providers.number.BinomialDistributionGenerator,net.minecraft.world.level.storage.loot.providers.number.BinomialDistributionGenerator,A number provider which generates a random number based on a binomial distribution.
net.minecraft.network.PacketDecoder,net.minecraft.network.PacketDecoder,Main netty packet decoder. Reads the packet ID as a VarInt and creates the corresponding packet\nbased on the current {@link ConnectionProtocol}.
net.minecraft.world.item.alchemy.Potions,net.minecraft.world.item.alchemy.Potions,Defines all of the potion types registered by Minecraft itself.\n@see net.minecraft.core.Registry#POTION
net.minecraft.world.entity.npc.VillagerProfession,net.minecraft.world.entity.npc.VillagerProfession,@param requestedItems Defines items villagers of this profession can pick up and use.\n@param secondaryPoi World blocks this profession interacts with.
net.minecraft.client.gui.GuiGraphics$ScissorStack,net.minecraft.client.gui.GuiGraphics$ScissorStack,A utility class for managing a stack of screen rectangles for scissoring.
net.minecraft.world.level.storage.loot.functions.LimitCount,net.minecraft.world.level.storage.loot.functions.LimitCount,A LootItemFunction that limits the stack's count to fall within a given {@link IntRange}.
net.minecraft.world.level.storage.loot.entries.LootPoolEntries,net.minecraft.world.level.storage.loot.entries.LootPoolEntries,Registration for {@link LootPoolEntryType}.
com.mojang.blaze3d.audio.Listener,com.mojang.blaze3d.audio.Listener,The Listener class represents the listener in a 3D audio environment.\n\nThe listener's position and orientation determine how sounds are perceived by the listener.
net.minecraft.world.level.storage.loot.predicates.TimeCheck,net.minecraft.world.level.storage.loot.predicates.TimeCheck,A LootItemCondition that checks the {@linkplain ServerLevel#getDayTime day time} against an {@link IntRange} after applying an optional modulo division.
net.minecraft.world.level.storage.loot.providers.number.ConstantValue,net.minecraft.world.level.storage.loot.providers.number.ConstantValue,A {@link NumberProvider} that provides a constant value.
net.minecraft.world.level.storage.loot.providers.number.ScoreboardValue,net.minecraft.world.level.storage.loot.providers.number.ScoreboardValue,"Provides a number by reading the score of a scoreboard member whose name is provided by a {@link ScoreboardNameProvider}.\nAdditionally a scale can be provided, which will be multiplied with the score."
net.minecraft.world.level.chunk.storage.RegionFileVersion,net.minecraft.world.level.chunk.storage.RegionFileVersion,A decorator for input and output streams used to read and write the chunk data from region files. This exists as there are different ways of compressing the chunk data inside a region file.\n@see net.minecraft.world.level.chunk.storage.RegionFileVersion#VERSION_GZIP\n@see net.minecraft.world.level.chunk.storage.RegionFileVersion#VERSION_DEFLATE\n@see net.minecraft.world.level.chunk.storage.RegionFileVersion#VERSION_NONE
net.minecraft.world.level.levelgen.GenerationStep,net.minecraft.world.level.levelgen.GenerationStep,"Represents individual steps that the features and carvers chunk status go through, respectively."
net.minecraft.SharedConstants,net.minecraft.SharedConstants,"Shared global constants.\n\n<p><strong>Note:</strong> The majority of the fields within this class are {@code public static final} with constant expressions (constants), and are inlined by the Java compiler at all places which reference these constant fields. Therefore, changing the value of these constant fields will have no effect on already compiled code.</p>\n\n<p>In addition, it is presumed that a large portion of these constant fields (such as those prefixed with {@code DEBUG_} are used as 'flags', for manually toggling code meant for use by Mojang developers in debugging. Therefore, optimizing compilers (which include the Java compiler) may omit the code hidden behind disabled flags, and will result in these flags having no apparent use in the code (when in reality, the optimizing compiler has removed the code which uses them).</p>\n\n@see <a href=""https://docs.oracle.com/javase/specs/jls/se16/html/jls-15.html#jls-15.29"">The Java&reg; Language Specification, Java SE 16 Edition, &sect; 15.29. ""Constant Expressions""</a>\n@see <a href=""https://docs.oracle.com/javase/specs/jls/se16/html/jls-14.html#jls-14.22"">The Java&reg; Language Specification, Java SE 16 Edition, &sect; 14.22. ""Unreachable Statements""</a>"
net.minecraft.world.level.levelgen.synth.ImprovedNoise,net.minecraft.world.level.levelgen.synth.ImprovedNoise,Generates a single octave of Perlin noise.
net.minecraft.world.level.storage.loot.providers.score.ScoreboardNameProviders,net.minecraft.world.level.storage.loot.providers.score.ScoreboardNameProviders,Registration for {@link ScoreboardNameProvider}.
net.minecraft.world.level.storage.loot.functions.ApplyBonusCount$OreDrops,net.minecraft.world.level.storage.loot.functions.ApplyBonusCount$OreDrops,Applies a bonus count with a special formula used for fortune ore drops.
net.minecraft.world.level.storage.loot.parameters.LootContextParams,net.minecraft.world.level.storage.loot.parameters.LootContextParams,Holds all known LootContextParams.
net.minecraft.world.level.storage.loot.functions.SetContainerLootTable,net.minecraft.world.level.storage.loot.functions.SetContainerLootTable,LootItemFunction that sets the LootTable and optionally the loot table seed on the stack's {@code BlockEntityTag}. The effect of this is that containers such as chests will receive the given LootTable when placed.
net.minecraft.stats.ServerStatsCounter,net.minecraft.stats.ServerStatsCounter,"Server-side implementation of {@link net.minecraft.stats.StatsCounter}; handles counting, serialising, and de-serialising statistics, as well as sending them to connected clients via the {@linkplain net.minecraft.network.protocol.game.ClientboundAwardStatsPacket award stats packet}."
net.minecraft.client.sounds.LoopingAudioStream$NoCloseBuffer,net.minecraft.client.sounds.LoopingAudioStream$NoCloseBuffer,A {@linkplain FilterInputStream} that does not close the underlying {@linkplain InputStream}.
net.minecraft.world.level.storage.loot.functions.EnchantWithLevelsFunction,net.minecraft.world.level.storage.loot.functions.EnchantWithLevelsFunction,Applies a random enchantment to the stack.\n\n@see EnchantmentHelper#enchantItem
net.minecraft.world.level.storage.loot.BuiltInLootTables,net.minecraft.world.level.storage.loot.BuiltInLootTables,"Stores IDs for built in loot tables, i.e. loot tables which are not based directly on a block or entity ID."
net.minecraft.client.sounds.SoundEngine,net.minecraft.client.sounds.SoundEngine,The {@code SoundEngine} class handles the management and playback of sounds in the game.
net.minecraft.client.sounds.SoundBufferLibrary,net.minecraft.client.sounds.SoundBufferLibrary,The {@linkplain SoundBufferLibrary} class provides a cache containing instances of {@linkplain SoundBuffer} and {@linkplain AudioStream} for use in Minecraft sound handling.
net.minecraft.world.level.chunk.DataLayer,net.minecraft.world.level.chunk.DataLayer,A representation of a 16x16x16 cube of nibbles (half-bytes).
net.minecraft.world.level.storage.loot.predicates.LootItemConditionType,net.minecraft.world.level.storage.loot.predicates.LootItemConditionType,The SerializerType for {@link LootItemCondition}.
net.minecraft.world.level.storage.loot.providers.score.ContextScoreboardNameProvider,net.minecraft.world.level.storage.loot.providers.score.ContextScoreboardNameProvider,A {@link ScoreboardNameProvider} that provides the scoreboard name for an entity selected by a {@link LootContext.EntityTarget}.
net.minecraft.client.sounds.MusicManager,net.minecraft.client.sounds.MusicManager,The MusicManager class manages the playing of music in Minecraft.
net.minecraft.world.level.storage.loot.predicates.ValueCheckCondition,net.minecraft.world.level.storage.loot.predicates.ValueCheckCondition,LootItemCondition that checks if a number provided by a {@link NumberProvider} is within an {@link IntRange}.
net.minecraft.world.entity.ai.attributes.Attributes,net.minecraft.world.entity.ai.attributes.Attributes,Contains all entity attributes defined and registered by the vanilla game.
net.minecraft.world.level.storage.loot.functions.LootItemFunctions,net.minecraft.world.level.storage.loot.functions.LootItemFunctions,Registry for {@link LootItemFunction}
net.minecraft.world.level.storage.loot.providers.nbt.NbtProvider,net.minecraft.world.level.storage.loot.providers.nbt.NbtProvider,A provider for NBT data based on a LootContext.\n\n@see NbtProviders
net.minecraft.world.level.storage.loot.functions.SetBannerPatternFunction,net.minecraft.world.level.storage.loot.functions.SetBannerPatternFunction,LootItemFunction that sets the banner patterns for a banner item. Optionally appends to any existing patterns.
net.minecraft.world.level.storage.loot.providers.number.UniformGenerator,net.minecraft.world.level.storage.loot.providers.number.UniformGenerator,Generates a random number which is uniformly distributed between a minimum and a maximum.\nMinimum and maximum are themselves NumberProviders.
net.minecraft.network.chat.MutableComponent,net.minecraft.network.chat.MutableComponent,A Component which can have its Style and siblings modified.
net.minecraft.world.level.storage.loot.functions.EnchantRandomlyFunction,net.minecraft.world.level.storage.loot.functions.EnchantRandomlyFunction,"LootItemFunction that applies a random enchantment to the stack. If an empty list is given, chooses from all enchantments."
net.minecraft.network.protocol.game.ClientGamePacketListener,net.minecraft.network.protocol.game.ClientGamePacketListener,PacketListener for the client side of the PLAY protocol.
net.minecraft.world.level.levelgen.synth.NormalNoise,net.minecraft.world.level.levelgen.synth.NormalNoise,"This samples the sum of two individual samplers of perlin noise octaves.\nThe input coordinates are scaled by {@link #INPUT_FACTOR}, and the result is scaled by {@link #valueFactor}."
net.minecraft.network.CipherDecoder,net.minecraft.network.CipherDecoder,Channel handler that handles protocol decryption.\n\n@see Connection#setEncryptionKey
net.minecraft.world.level.storage.loot.LootContext,net.minecraft.world.level.storage.loot.LootContext,LootContext stores various context information for loot generation.\nThis includes the Level as well as any known {@link LootContextParam}s.
net.minecraft.gametest.framework.AfterBatch,net.minecraft.gametest.framework.AfterBatch,Annotate a method with this annotation in order to have it run after the specified {@link #batch()}.
net.minecraft.world.level.storage.loot.functions.SetNbtFunction,net.minecraft.world.level.storage.loot.functions.SetNbtFunction,LootItemFunction that merges a given CompoundTag into the stack's NBT tag.
net.minecraft.world.level.storage.loot.parameters.LootContextParamSets,net.minecraft.world.level.storage.loot.parameters.LootContextParamSets,Registry for {@link LootContextParamSet}s.
net.minecraft.resources.ResourceKey,net.minecraft.resources.ResourceKey,"An immutable key for a resource, in terms of the name of its parent registry and its location in that registry.\n<p>\n{@link net.minecraft.core.Registry} uses this to return resource keys for registry objects via {@link net.minecraft.core.Registry#getResourceKey(Object)}. It also uses this class to store its name, with the parent registry name set to {@code minecraft:root}. When used in this way it is usually referred to as a ""registry key"".</p>\n<p>\n@param <T> The type of the resource represented by this {@code ResourceKey}, or the type of the registry if it is a registry key.\n@see net.minecraft.resources.ResourceLocation"
net.minecraft.network.syncher.EntityDataSerializer,net.minecraft.network.syncher.EntityDataSerializer,"Handles encoding and decoding of data for {@link SynchedEntityData}.\nNote that mods cannot add new serializers, because this is not a managed registry and the serializer ID is limited to 16."
net.minecraft.client.gui.narration.NarrationSupplier,net.minecraft.client.gui.narration.NarrationSupplier,An interface for providing narration information.
net.minecraft.data.structures.SnbtToNbt$StructureConversionException,net.minecraft.data.structures.SnbtToNbt$StructureConversionException,Wraps exceptions thrown while reading structures to include the path of the structure in the exception message.
net.minecraft.world.level.storage.loot.functions.SetContainerContents,net.minecraft.world.level.storage.loot.functions.SetContainerContents,LootItemFunction that sets the contents of a container such as a chest by setting the {@code BlocKEntityTag} of the stacks.\nThe contents are based on a list of loot pools.
net.minecraft.world.level.storage.loot.entries.LootPoolEntry,net.minecraft.world.level.storage.loot.entries.LootPoolEntry,A loot pool entry generates zero or more stacks of items based on the LootContext.\nEach loot pool entry has a weight that determines how likely it is to be generated within a given loot pool.
net.minecraft.network.CompressionDecoder,net.minecraft.network.CompressionDecoder,Handles decompression of network traffic.\n\n@see Connection#setupCompression
net.minecraft.world.level.storage.loot.predicates.LootItemRandomChanceCondition,net.minecraft.world.level.storage.loot.predicates.LootItemRandomChanceCondition,A LootItemCondition that succeeds with a given probability.
net.minecraft.world.level.storage.loot.functions.FunctionUserBuilder,net.minecraft.world.level.storage.loot.functions.FunctionUserBuilder,Base interface for builders that accept loot functions.\n\n@see LootItemFunction
net.minecraft.network.PacketListener,net.minecraft.network.PacketListener,"Describes how packets are handled. There are various implementations of this class for each possible protocol (e.g. PLAY, CLIENTBOUND; PLAY, SERVERBOUND; etc.)"
net.minecraft.world.level.levelgen.synth.PerlinNoise,net.minecraft.world.level.levelgen.synth.PerlinNoise,This class generates multiple octaves of perlin noise. Each individual octave is an instance of {@link net.minecraft.world.level.levelgen.synth.ImprovedNoise}.\nMojang uses the term 'Perlin' to describe octaves or fBm (Fractal Brownian Motion) noise.
net.minecraft.network.protocol.game.ClientboundBlockEventPacket,net.minecraft.network.protocol.game.ClientboundBlockEventPacket,Triggers a block event on the client.\n\n@see Block#triggerEvent\n@see Level#blockEvent
net.minecraft.client.sounds.SoundEventListener,net.minecraft.client.sounds.SoundEventListener,The SoundEventListener interface defines a listener for sound events.\nClasses implementing this interface can be registered as listeners to receive notifications when a sound is played.
net.minecraft.world.level.storage.loot.parameters.LootContextParam,net.minecraft.world.level.storage.loot.parameters.LootContextParam,A parameter of a {@link LootContext}.\n\n@see LootContextParams
net.minecraft.world.level.levelgen.VerticalAnchor,net.minecraft.world.level.levelgen.VerticalAnchor,"Represents a resolvable height value, or y coordinate, based on the world minimum and maximum height.\nCan take one of the following three forms:\n<ul>\n<li>An absolute y value ({@link Absolute}).</li>\n<li>A height above the lowest valid y value in the level ({@link AboveBottom}).</li>\n<li>A height below the highest valid y value in the level ({@link BelowTop}).</li>\n</ul>"
net.minecraft.world.level.storage.loot.functions.ApplyExplosionDecay,net.minecraft.world.level.storage.loot.functions.ApplyExplosionDecay,LootItemFunction that reduces a stack's count based on the {@linkplain LootContextParams#EXPLOSION_RADIUS explosion radius}.
net.minecraft.world.level.storage.loot.predicates.ConditionUserBuilder,net.minecraft.world.level.storage.loot.predicates.ConditionUserBuilder,Base interface for builders that can accept loot conditions.\n\n@see LootItemCondition
net.minecraft.core.QuartPos,net.minecraft.core.QuartPos,"Used to convert between chunk positions (referred to here as sections, from {@link net.minecraft.world.level.chunk.LevelChunkSection}), block positions, and quart positions.\nThe latter is used to query biomes from a noise biome source."
com.mojang.blaze3d.audio.OpenAlUtil,com.mojang.blaze3d.audio.OpenAlUtil,The OpenALUtil class provides utility functions for working with OpenAL audio.
net.minecraft.client.sounds.WeighedSoundEvents,net.minecraft.client.sounds.WeighedSoundEvents,The WeighedSoundEvents class represents a collection of weighted sound events.\nIt implements the Weighted interface to provide weighted selection of sounds.
net.minecraft.world.level.biome.MobSpawnSettings$MobSpawnCost,net.minecraft.world.level.biome.MobSpawnSettings$MobSpawnCost,@param energyBudget Determines the total amount of entities that can spawn in a location based on their current cost (e.g. a cost of 0.1 and a max total of 1 means at most ten entities can spawn in the given location).\n@param charge Determines the cost per entity towards the maximum spawn cap.
net.minecraft.world.level.storage.loot.functions.FillPlayerHead,net.minecraft.world.level.storage.loot.functions.FillPlayerHead,"LootItemFunction that applies the {@code ""SkullOwner""} NBT tag to any player heads based on the given {@link LootContext.EntityTarget}.\nIf the given target does not resolve to a player, nothing happens."
net.minecraft.world.level.storage.loot.functions.CopyNbtFunction,net.minecraft.world.level.storage.loot.functions.CopyNbtFunction,LootItemFunction that takes the NBT from  an {@link NbtProvider} and applies a set of copy operations that copy from that source NBT into the stack's NBT.
net.minecraft.world.level.storage.loot.functions.SetAttributesFunction,net.minecraft.world.level.storage.loot.functions.SetAttributesFunction,LootItemFunction that adds a list of attribute modifiers to the stacks.
net.minecraft.world.level.chunk.ImposterProtoChunk,net.minecraft.world.level.chunk.ImposterProtoChunk,"During world generation, adjacent chunks may be fully generated (and thus be level chunks), but are often needed in proto chunk form. This wraps a completely generated chunk as a proto chunk."
net.minecraft.world.level.levelgen.structure.templatesystem.RuleTest,net.minecraft.world.level.levelgen.structure.templatesystem.RuleTest,Represents a (possibly randomly influenced) predicate of a given block state to be replaced during world generation.
net.minecraft.world.level.levelgen.carver.WorldCarver$CarveSkipChecker,net.minecraft.world.level.levelgen.carver.WorldCarver$CarveSkipChecker,Used to define certain positions to skip or ignore when carving.
net.minecraft.world.level.storage.loot.predicates.LootItemKilledByPlayerCondition,net.minecraft.world.level.storage.loot.predicates.LootItemKilledByPlayerCondition,A LootItemCondition that matches if the last damage to an entity was done by a player.\n\n@see LootContextParams#LAST_DAMAGE_PLAYER
net.minecraft.world.level.storage.loot.ValidationContext,net.minecraft.world.level.storage.loot.ValidationContext,"Context for validating loot tables. Loot tables are validated recursively by checking that all functions, conditions, etc. (implementing {@link LootContextUser}) are valid according to their LootTable's {@link LootContextParamSet}."
net.minecraft.world.level.chunk.ChunkStatus$SimpleGenerationTask,net.minecraft.world.level.chunk.ChunkStatus$SimpleGenerationTask,A {@link GenerationTask} which completes all work synchronously.
net.minecraft.client.gui.ComponentPath$Leaf,net.minecraft.client.gui.ComponentPath$Leaf,The {@code Leaf} class represents a leaf component path in the hierarchy.
