searge,name,desc
p_212230_,pCurrent,
p_212231_,pLatest,
p_212232_,pOldBackup,
p_212233_,pMove,
p_214677_,pSelections,
p_214678_,pRandom,
p_137501_,pFilePath,
p_137564_,pFromDirectory,
p_137565_,pToDirectory,
p_137566_,pFilePath,
p_143786_,pError,
p_214680_,pTask,
p_214671_,pSelections,
p_214672_,pRandom,
p_214668_,pSelections,
p_214669_,pRandom,
p_137493_,pType,
p_137494_,pId,
p_137480_,pText,
p_137481_,pCursorPos,
p_137482_,pDirection,
p_287579_,pStream,
p_287631_,pExpectedSize,
p_288983_,pString,
p_214656_,pItem,
p_214657_,pNameSupplier,
p_137576_,pThrowable,
p_214682_,pArray,
p_214683_,pRandom,
p_214662_,pStream,
p_214663_,pRandom,
p_137475_,pItem,
p_137476_,pNameSupplier,
p_137555_,pIterable,
p_137556_,pCurrent,
p_137506_,pCurrent,
p_137507_,pLatest,
p_137508_,pOldBackup,
p_137552_,pType,
p_137553_,pChoiceName,
p_61207_,pLevel,
p_61208_,pLoadChunks,
p_61210_,pPos,
p_298551_,pPlayer,
p_152719_,pLevel,
p_152720_,pPos,
p_152721_,pState,
p_228450_,pGenDepth,
p_228444_,pPieceClass,
p_228445_,pWeight,
p_228446_,pMaxPlaceCount,
p_228447_,pAllowInRow,
p_228440_,pPieceClass,
p_228441_,pWeight,
p_228442_,pMaxPlaceCount,
p_53379_,pState,
p_53380_,pDirection,
p_53391_,pState,
p_53392_,pLevel,
p_53393_,pPos,
p_53394_,pContext,
p_53372_,pState,
p_53373_,pLevel,
p_53374_,pPos,
p_53375_,pBlock,
p_53376_,pFromPos,
p_53377_,pIsMoving,
p_53389_,pBuilder,
p_53358_,pContext,
p_53360_,pState,
p_53361_,pLevel,
p_53362_,pPos,
p_53363_,pType,
p_53382_,pState,
p_53383_,pFacing,
p_53384_,pFacingState,
p_53385_,pLevel,
p_53386_,pCurrentPos,
p_53387_,pFacingPos,
p_273352_,pProperties,
p_273340_,pType,
p_53405_,pState,
p_53401_,pState,
p_53402_,pLevel,
p_53403_,pPos,
p_53396_,pState,
p_53397_,pLevel,
p_53398_,pPos,
p_53399_,pContext,
p_253862_,pState,
p_254569_,pLevel,
p_254197_,pPos,
p_53365_,pState,
p_53366_,pLevel,
p_53367_,pPos,
p_53368_,pPlayer,
p_53369_,pHand,
p_53370_,pHit,
p_78089_,pType,
p_78091_,pSerializer,
p_78087_,pTime,
p_78105_,pTime,
p_78121_,pTime,
p_78124_,pDelay,
p_78079_,pWorldData,
p_78080_,pWrapped,
p_78118_,pTime,
p_78110_,pY,
p_78112_,pInitialized,
p_78093_,pSpawnPoint,
p_78094_,pAngle,
p_78096_,pId,
p_164852_,pCrashReportCategory,
p_164853_,pLevel,
p_78115_,pZ,
p_78107_,pIsRaining,
p_78127_,pChance,
p_78083_,pAngle,
p_78103_,pX,
p_78100_,pThundering,
p_78085_,pTime,
p_281663_,pPath,
p_281289_,pResources,
p_281570_,pResources,
p_281345_,pFilename,
p_281372_,pResources,
p_55666_,pState,
p_55667_,pLevel,
p_55668_,pPos,
p_55669_,pBlock,
p_55670_,pFromPos,
p_55671_,pIsMoving,
p_55673_,pBuilder,
p_221937_,pState,
p_221938_,pLevel,
p_221939_,pPos,
p_221940_,pRandom,
p_55659_,pContext,
p_55657_,pProperties,
p_230968_,pRandom,
p_230969_,pOriginalCount,
p_230970_,pEnchantmentLevel,
p_250209_,pSource,
p_252344_,pTargets,
p_249416_,pMessage,
p_138061_,pDispatcher,
p_193308_,pGameTime,
p_193309_,pIdGetter,
p_193298_,pTick,
p_193300_,pPos,
p_193301_,pType,
p_26386_,pOptionalCodec,
p_26389_,pIdentifier,
p_26391_,pIdentifier,
p_26392_,pCodec,
p_165847_,pName,
p_165845_,pLootContext,
p_111701_,pDirection,
p_111702_,pXOffset,
p_111703_,pYOffset,
p_11274_,pScoreboard,
p_11275_,pPlayer,
p_11256_,pUsername,
p_184210_,pLevel,
p_11285_,pAllowCheatsForAllPlayers,
p_11281_,pProfile,
p_11237_,pPlayer,
p_11238_,pKeepEverything,
p_11283_,pAddress,
p_11277_,pPlayer,
p_11230_,pPlayer,
p_11231_,pLevel,
p_243229_,pMessage,
p_243254_,pSender,
p_243255_,pBoundChatType,
p_243264_,pMessage,
p_243234_,pSender,
p_243204_,pBoundChatType,
p_184212_,pSimulationDistance,
p_11298_,pProfile,
p_11269_,pPacket,
p_11240_,pPlayer,
p_11290_,pPlayer,
p_11218_,pViewDistance,
p_11271_,pPacket,
p_11272_,pDimension,
p_11294_,pProfile,
p_11297_,pPlayer,
p_215622_,pPlayer,
p_215623_,pMessage,
p_11304_,pProfile,
p_11254_,pProfile,
p_251384_,pMessage,
p_11276_,pWhitelistEnabled,
p_215650_,pPlayer,
p_215651_,pMessage,
p_240618_,pMessage,
p_240644_,pBypassHiddenChat,
p_11242_,pExcept,
p_11243_,pX,
p_11244_,pY,
p_11245_,pZ,
p_11246_,pRadius,
p_11247_,pDimension,
p_11248_,pPacket,
p_299278_,pGameProfile,
p_11293_,pPlayer,
p_11257_,pSocketAddress,
p_11258_,pGameProfile,
p_11287_,pPlayer,
p_11260_,pPlayerUUID,
p_11227_,pPlayer,
p_11228_,pPermLevel,
p_203842_,pServer,
p_251844_,pRegistries,
p_203844_,pPlayerIo,
p_203845_,pMaxPlayers,
p_240526_,pServerMessage,
p_240594_,pPlayerMessageFactory,
p_240648_,pBypassHiddenChat,
p_11262_,pConnection,
p_11263_,pPlayer,
p_297215_,pCookie,
p_249952_,pMessage,
p_250784_,pShouldFilterMessageTo,
p_249623_,pSender,
p_250276_,pBoundChatType,
p_215625_,pGameProfile,
p_300548_,pClientInformation,
p_11225_,pPlayer,
p_122538_,pStep,
p_122539_,pName,
p_114498_,pEntity,
p_114499_,pDisplayName,
p_114500_,pPoseStack,
p_114501_,pBuffer,
p_114502_,pPackedLight,
p_114483_,pEntity,
p_114484_,pPartialTicks,
p_174008_,pContext,
p_114482_,pEntity,
p_114504_,pEntity,
p_114485_,pEntity,
p_114486_,pEntityYaw,
p_114487_,pPartialTick,
p_114488_,pPoseStack,
p_114489_,pBuffer,
p_114490_,pPackedLight,
p_114509_,pEntity,
p_114510_,pPos,
p_114506_,pEntity,
p_114507_,pPartialTicks,
p_114491_,pLivingEntity,
p_114492_,pCamera,
p_114493_,pCamX,
p_114494_,pCamY,
p_114495_,pCamZ,
p_114496_,pEntity,
p_114497_,pPos,
p_237696_,pBuffer,
p_237695_,pContext,
p_53842_,pState,
p_53843_,pLevel,
p_53844_,pPos,
p_53845_,pContext,
p_53838_,pBuilder,
p_53856_,pState,
p_53816_,pState,
p_53817_,pLevel,
p_53818_,pPos,
p_53819_,pType,
p_53835_,pState,
p_53836_,pRotation,
p_53847_,pState,
p_53848_,pLevel,
p_53849_,pPos,
p_53808_,pProperties,
p_53832_,pState,
p_53833_,pMirror,
p_53828_,pState,
p_53829_,pLevel,
p_53830_,pPos,
p_53851_,pState,
p_53852_,pLevel,
p_53853_,pPos,
p_53854_,pContext,
p_53840_,pState,
p_53821_,pState,
p_53822_,pLevel,
p_53823_,pPos,
p_53824_,pPlayer,
p_53825_,pHand,
p_53826_,pHit,
p_29344_,pPanda,
p_226464_,pRegistry,
p_249784_,pRegistry,
p_226460_,pName,
p_251732_,pRegistry,
p_256172_,pContext,
p_239956_,pServer,
p_238999_,pIp,
p_239765_,pRealmsServer,
p_9712_,pAddress,
p_9713_,pPort,
p_9707_,pServer,
p_242846_,pChatId,
p_242909_,pPlayerMessage,
p_242229_,pLoggedPlayerChatMessage,
p_240019_,pCanReport,
p_265249_,pSelected,
p_239876_,pText,
p_239060_,pMinecraft,
p_239061_,pHeight,
p_281532_,pGuiGraphics,
p_239775_,pMouseX,
p_239776_,pMouseY,
p_239777_,pPartialTick,
p_239778_,pIndex,
p_239779_,pLeft,
p_239780_,pTop,
p_239781_,pWidth,
p_239782_,pHeight,
p_239021_,pScroll,
p_239322_,pKeyCode,
p_239323_,pScanCode,
p_239324_,pModifiers,
p_240327_,pEntry,
p_265203_,pDirection,
p_259685_,pBlockTargetMemory,
p_259842_,pSpeedModifier,
p_259530_,pCloseEnoughDist,
p_260360_,pTooFarDistance,
p_259504_,pTooLongUnreachableDuration,
p_60718_,pRotation,
p_204337_,pTag,
p_60832_,pLevel,
p_60833_,pPos,
p_60743_,pLevel,
p_60744_,pPos,
p_60745_,pContext,
p_60817_,pLevel,
p_60818_,pPos,
p_60608_,pOwner,
p_60609_,pValues,
p_60610_,pPropertiesCodec,
p_60626_,pPlayer,
p_60627_,pLevel,
p_60628_,pPos,
p_222968_,pLevel,
p_222969_,pPos,
p_222970_,pStack,
p_222971_,pDropExperience,
p_60630_,pUseContext,
p_300456_,pBlock,
p_60809_,pLevel,
p_60810_,pPos,
p_60632_,pLevel,
p_60633_,pPos,
p_60716_,pMirror,
p_60763_,pLevel,
p_60764_,pPos,
p_60765_,pFlags,
p_60766_,pRecursionLeft,
p_60805_,pLevel,
p_60806_,pPos,
p_60839_,pLevel,
p_60840_,pPos,
p_60697_,pLevel,
p_60698_,pPos,
p_60699_,pOldState,
p_60700_,pMovedByPiston,
p_60656_,pLevel,
p_60657_,pPos,
p_60658_,pDirection,
p_60793_,pLevel,
p_60794_,pPos,
p_60635_,pLevel,
p_60636_,pPos,
p_60637_,pEntity,
p_60797_,pLevel,
p_60798_,pPos,
p_60813_,pLevel,
p_60814_,pPos,
p_60639_,pLevel,
p_60640_,pPos,
p_60641_,pEntity,
p_60642_,pFace,
p_287688_,pLootParams,
p_60683_,pLevel,
p_60684_,pPos,
p_60685_,pEntity,
p_60772_,pLevel,
p_60773_,pPos,
p_60774_,pContext,
p_60644_,pLevel,
p_60645_,pPos,
p_60646_,pEntityType,
p_60723_,pFluid,
p_60729_,pDirection,
p_60730_,pNeighborState,
p_60731_,pLevel,
p_60732_,pPos,
p_60733_,pNeighborPos,
p_60727_,pPos,
p_60821_,pLevel,
p_60822_,pPos,
p_155945_,pLevel,
p_155946_,pBlockEntityType,
p_60648_,pLevel,
p_60649_,pPos,
p_60650_,pType,
p_60769_,pLevel,
p_60770_,pPos,
p_60751_,pLevel,
p_60752_,pPos,
p_222964_,pLevel,
p_222965_,pPos,
p_222966_,pRandom,
p_60702_,pLevel,
p_60703_,pPos,
p_60704_,pFlags,
p_204339_,pTag,
p_204340_,pPredicate,
p_60675_,pLevel,
p_60676_,pPos,
p_60711_,pLevel,
p_60712_,pPos,
p_60747_,pLevel,
p_60748_,pPos,
p_60749_,pDirection,
p_60836_,pLevel,
p_60837_,pPos,
p_204342_,pHolder,
p_60776_,pLevel,
p_60777_,pPos,
p_60778_,pDirection,
p_60801_,pLevel,
p_60802_,pPos,
p_60660_,pLevel,
p_60661_,pPos,
p_60662_,pFace,
p_60663_,pSupportType,
p_60825_,pLevel,
p_60826_,pPos,
p_60784_,pLevel,
p_60785_,pPos,
p_60786_,pDirection,
p_60754_,pLevel,
p_60755_,pPos,
p_60756_,pNewState,
p_60757_,pMovedByPiston,
p_60720_,pState,
p_60721_,pFace,
p_60665_,pLevel,
p_60666_,pPlayer,
p_60667_,pHand,
p_60668_,pResult,
p_60740_,pLevel,
p_60741_,pPos,
p_60691_,pLevel,
p_60692_,pPos,
p_60693_,pNeighborBlock,
p_60694_,pNeighborPos,
p_60695_,pMovedByPiston,
p_222973_,pLevel,
p_222974_,pPos,
p_222975_,pRandom,
p_285002_,pLevel,
p_285293_,pPos,
p_60789_,pLevel,
p_60790_,pPos,
p_60759_,pLevel,
p_60760_,pPos,
p_60761_,pFlags,
p_60714_,pBlock,
p_60652_,pLevel,
p_60653_,pPos,
p_60654_,pContext,
p_60829_,pLevel,
p_60830_,pPos,
p_60678_,pLevel,
p_60679_,pPos,
p_60680_,pId,
p_60681_,pParam,
p_60670_,pLevel,
p_60671_,pState,
p_60672_,pHit,
p_60673_,pProjectile,
p_60706_,pLevel,
p_60707_,pPos,
p_60708_,pFlags,
p_60709_,pRecursionLeft,
p_60687_,pLevel,
p_60688_,pPos,
p_60689_,pPlayer,
p_92193_,pId,
p_92194_,pKey,
p_92197_,pId,
p_169021_,pId,
p_169022_,pName,
p_169023_,pProgress,
p_169024_,pColor,
p_169025_,pOverlay,
p_169026_,pDarkenScreen,
p_169027_,pBossMusic,
p_169028_,pWorldFog,
p_169030_,pProgress,
p_216774_,pSchema,
p_216775_,pMap,
p_216776_,pName,
p_216769_,pVersionKey,
p_216770_,pParent,
p_216780_,pSchema,
p_216782_,pSchema,
p_44314_,pWidth,
p_44315_,pHeight,
p_44322_,pContainer,
p_266985_,pRegistryAccess,
p_44324_,pInv,
p_44325_,pLevel,
p_250756_,pCategory,
p_216764_,pVersionKey,
p_216765_,pParent,
p_216767_,pSchema,
p_78186_,pId,
p_49141_,pPlayer,
p_49142_,pStartPos,
p_49143_,pDuration,
p_298212_,pPlayer,
p_301220_,pDistance,
p_286676_,pDuration,
p_49145_,pDistance,
p_175809_,pBuffer,
p_253672_,pColor,
p_253735_,pScale,
p_254560_,pReader,
p_254279_,pBuffer,
p_29915_,pCompound,
p_29912_,pTarget,
p_29913_,pDistanceFactor,
p_29937_,pPumpkinEquipped,
p_29917_,pPose,
p_29918_,pSize,
p_29907_,pCategory,
p_29929_,pDamageSource,
p_29923_,pCompound,
p_29902_,pEntityType,
p_29903_,pLevel,
p_29920_,pPlayer,
p_29921_,pHand,
p_233299_,pContext,
p_233296_,pRegistryKey,
p_276124_,pResourceLocation,
p_276123_,pPath,
p_298453_,pPacket,
p_301180_,pPacket,
p_134823_,pPacket,
p_134824_,pPacket,
p_233983_,pPartialTick,
p_234003_,pScaleFactor,
p_254493_,pConsumer,
p_253752_,pVertex,
p_254250_,pU,
p_254047_,pV,
p_253814_,pPackedLight,
p_233976_,pLevel,
p_233977_,pX,
p_233978_,pY,
p_233979_,pZ,
p_233980_,pDelay,
p_233985_,pBuffer,
p_233986_,pRenderInfo,
p_233987_,pPartialTicks,
p_233989_,pConsumer,
p_233990_,pCamera,
p_233991_,pPartialTick,
p_233992_,pQuaternion,
p_216810_,pSchema,
p_216811_,pMap,
p_216812_,pName,
p_216805_,pVersionKey,
p_216806_,pParent,
p_216814_,pSchema,
p_216797_,pVersionKey,
p_216798_,pParent,
p_216803_,pSchema,
p_216784_,pVersionKey,
p_216785_,pParent,
p_216795_,pSchema,
p_30244_,pTurtle,
p_30245_,pSpeedModifier,
p_298500_,pFormatting,
p_299274_,pId,
p_299536_,pName,
p_228948_,pDirection,
p_228949_,pConnectingRoom,
p_228946_,pIndex,
p_228943_,pIndex,
p_110911_,pState,
p_110913_,pState,
p_110914_,pPoseStack,
p_110915_,pBufferSource,
p_110916_,pPackedLight,
p_110917_,pPackedOverlay,
p_110909_,pResourceManager,
p_234364_,pPos,
p_234365_,pLevel,
p_234366_,pConsumer,
p_234367_,pBlockState,
p_234368_,pFluidState,
p_234356_,pState,
p_234357_,pPos,
p_234358_,pLevel,
p_234359_,pPoseStack,
p_234360_,pConsumer,
p_234361_,pCheckSides,
p_234362_,pRandom,
p_173399_,pBlockModelShaper,
p_173400_,pBlockEntityRenderer,
p_173401_,pBlockColors,
p_110919_,pState,
p_110920_,pPos,
p_110921_,pLevel,
p_110922_,pPoseStack,
p_110923_,pConsumer,
p_41202_,pProperties,
p_41206_,pLevel,
p_41207_,pPos,
p_41204_,pContext,
p_268199_,pX,
p_268137_,pY,
p_268178_,pWidth,
p_268169_,pHeight,
p_268285_,pMessage,
p_268047_,pFont,
p_301164_,pMessage,
p_298237_,pWidth,
p_268183_,pWidth,
p_268082_,pHeight,
p_268069_,pMessage,
p_268121_,pFont,
p_281367_,pGuiGraphics,
p_268221_,pMouseX,
p_268001_,pMouseY,
p_268214_,pPartialTick,
p_270680_,pColor,
p_267947_,pHorizontalAlignment,
p_268211_,pMessage,
p_267963_,pFont,
p_20411_,pX,
p_20412_,pY,
p_20413_,pZ,
p_20414_,pRange,
p_20432_,pEntity,
p_20422_,pEntity,
p_172913_,pStack,
p_109367_,pPoseStack,
p_109368_,pBuffer,
p_109369_,pCombinedLight,
p_109370_,pStack,
p_109336_,pPoseStack,
p_109337_,pHand,
p_109338_,pSwingProgress,
p_109383_,pPoseStack,
p_109384_,pHand,
p_109385_,pEquippedProg,
p_234241_,pMinecraft,
p_234242_,pEntityRenderDispatcher,
p_234243_,pItemRenderer,
p_109354_,pPoseStack,
p_109355_,pBuffer,
p_109356_,pCombinedLight,
p_109357_,pEquippedProgress,
p_109358_,pHand,
p_109359_,pSwingProgress,
p_109360_,pStack,
p_109331_,pPoseStack,
p_109332_,pPartialTicks,
p_109333_,pHand,
p_109334_,pStack,
p_109362_,pPoseStack,
p_109363_,pBuffer,
p_109364_,pCombinedLight,
p_109365_,pSide,
p_109313_,pPitch,
p_109315_,pPartialTicks,
p_109316_,pPoseStack,
p_109317_,pBuffer,
p_109318_,pPlayerEntity,
p_109319_,pCombinedLight,
p_273513_,pPoseStack,
p_273245_,pPartialTick,
p_273726_,pHand,
p_272809_,pStack,
p_273333_,pEquippedProg,
p_172915_,pPlayer,
p_172917_,pPlayer,
p_270072_,pEntity,
p_270793_,pItemStack,
p_270837_,pDisplayContext,
p_270203_,pLeftHand,
p_270974_,pPoseStack,
p_270686_,pBuffer,
p_270103_,pSeed,
p_109372_,pPlayer,
p_109373_,pPartialTicks,
p_109374_,pPitch,
p_109375_,pHand,
p_109376_,pSwingProgress,
p_109377_,pStack,
p_109378_,pEquippedProgress,
p_109379_,pPoseStack,
p_109380_,pBuffer,
p_109381_,pCombinedLight,
p_109347_,pPoseStack,
p_109348_,pBuffer,
p_109349_,pCombinedLight,
p_109350_,pEquippedProgress,
p_109351_,pSwingProgress,
p_109352_,pSide,
p_109321_,pHand,
p_109340_,pPoseStack,
p_109341_,pBuffer,
p_109342_,pCombinedLight,
p_109343_,pPitch,
p_109344_,pEquippedProgress,
p_109345_,pSwingProgress,
p_106884_,pSprites,
p_106895_,pType,
p_106896_,pLevel,
p_106897_,pX,
p_106898_,pY,
p_106899_,pZ,
p_106900_,pXSpeed,
p_106901_,pYSpeed,
p_106902_,pZSpeed,
p_168589_,pReloadReason,
p_168590_,pPacks,
p_168593_,pCrash,
p_32871_,pGuardian,
p_33055_,pCompound,
p_33078_,pPatrolling,
p_33073_,pDistanceToClosestPlayer,
p_33071_,pPatrolTarget,
p_33076_,pPatrolLeader,
p_33049_,pLevel,
p_33050_,pDifficulty,
p_33051_,pReason,
p_33052_,pSpawnData,
p_33053_,pDataTag,
p_33063_,pCompound,
p_33046_,pEntityType,
p_33047_,pLevel,
p_219026_,pPatrollingMonster,
p_219027_,pLevel,
p_219028_,pSpawnType,
p_219029_,pPos,
p_219030_,pRandom,
p_201933_,pMessage,
p_185401_,pOutputPath,
p_201935_,pMessage,
p_201936_,pThrowable,
p_185398_,pOnDeregistration,
p_285500_,pPackedPos,
p_285410_,pQueueEntry,
p_285492_,pLightLevel,
p_285435_,pPackedPos,
p_285230_,pLightLevel,
p_285169_,pPackedPos,
p_285274_,pChunkPos,
p_285243_,pPackedPos,
p_284973_,pState,
p_278252_,pChunkSource,
p_278255_,pStorage,
p_75492_,pChunkSource,
p_209694_,pOther,
p_189496_,pContext,
p_189493_,pBiomes,
p_52849_,pFirst,
p_52850_,pSecond,
p_52852_,pCombiner,
p_256171_,pContext,
p_85063_,pTextureData,
p_84972_,pFormat,
p_84973_,pWidth,
p_84974_,pHeight,
p_84975_,pUseCalloc,
p_85057_,pFile,
p_85055_,pOther,
p_85046_,pLevel,
p_85047_,pOpaque,
p_85049_,pFormat,
p_85050_,pTextureStream,
p_84989_,pX,
p_84990_,pY,
p_84991_,pAbgrColor,
p_84968_,pWidth,
p_84969_,pHeight,
p_84970_,pUseCalloc,
p_273041_,pBytes,
p_85065_,pChannel,
p_166409_,pX,
p_166410_,pY,
p_166419_,pX,
p_166420_,pY,
p_85014_,pLevel,
p_85015_,pXOffset,
p_85016_,pYOffset,
p_85017_,pUnpackSkipPixels,
p_85018_,pUnpackSkipRows,
p_85019_,pWidth,
p_85020_,pHeight,
p_85021_,pBlur,
p_85022_,pClamp,
p_85023_,pMipmap,
p_85024_,pAutoClose,
p_85004_,pLevel,
p_85005_,pXOffset,
p_85006_,pYOffset,
p_85007_,pUnpackSkipPixels,
p_85008_,pUnpackSkipRows,
p_85009_,pWidth,
p_85010_,pHeight,
p_85011_,pMipmap,
p_85012_,pAutoClose,
p_166412_,pX,
p_166413_,pY,
p_166414_,pAbgrColor,
p_85088_,pX,
p_85089_,pY,
p_85067_,pPath,
p_85091_,pLevel,
p_85092_,pXOffset,
p_85093_,pYOffset,
p_85094_,pUnpackSkipPixels,
p_85095_,pUnpackSkipRows,
p_85096_,pWidth,
p_85097_,pHeight,
p_85098_,pBlur,
p_85099_,pClamp,
p_85100_,pMipmap,
p_85101_,pAutoClose,
p_166423_,pX,
p_166424_,pY,
p_85035_,pX,
p_85036_,pY,
p_85037_,pWidth,
p_85038_,pHeight,
p_85039_,pImage,
p_85059_,pTextureStream,
p_84986_,pX,
p_84987_,pY,
p_85026_,pXFrom,
p_85027_,pYFrom,
p_85028_,pXToDelta,
p_85029_,pYToDelta,
p_85030_,pWidth,
p_85031_,pHeight,
p_85032_,pMirrorX,
p_85033_,pMirrorY,
p_166416_,pX,
p_166417_,pY,
p_85052_,pFormat,
p_85053_,pTextureData,
p_285490_,pFunction,
p_166403_,pX,
p_166404_,pY,
p_166405_,pLuminance,
p_261644_,pSource,
p_262056_,pXFrom,
p_261490_,pYFrom,
p_261959_,pXTo,
p_262110_,pYTo,
p_261522_,pWidth,
p_261505_,pHeight,
p_261480_,pMirrorX,
p_261622_,pMirrorY,
p_85069_,pInfo,
p_85070_,pGlyphIndex,
p_85071_,pWidth,
p_85072_,pHeight,
p_85073_,pScaleX,
p_85074_,pScaleY,
p_85075_,pShiftX,
p_85076_,pShiftY,
p_85077_,pX,
p_85078_,pY,
p_85041_,pLevel,
p_85042_,pXOffset,
p_85043_,pYOffset,
p_85044_,pMipmap,
p_85082_,pLinear,
p_85083_,pMipmap,
p_84977_,pFormat,
p_84978_,pWidth,
p_84979_,pHeight,
p_84980_,pUseStbFree,
p_84981_,pPixels,
p_267084_,pFunction,
p_84998_,pX,
p_84999_,pY,
p_85000_,pWidth,
p_85001_,pHeight,
p_85002_,pValue,
p_166401_,pUnused,
p_208918_,pX,
p_208919_,pY,
p_208920_,pZ,
p_224103_,pArray,
p_224104_,pContextProvider,
p_299196_,pObtained,
p_12918_,pBuffer,
p_12915_,pBuffer,
p_133086_,pX,
p_133087_,pZ,
p_133096_,pBuffer,
p_133093_,pHandler,
p_179282_,pBuffer,
p_165141_,pChildren,
p_165145_,pChildBuilder,
p_36655_,pNbt,
p_297650_,pLocation,
p_36639_,pDistanceToPlayer,
p_36637_,pEntityType,
p_36647_,pEntityType,
p_297891_,pPassenger,
p_300535_,pFlags,
p_298127_,pTargetedEntity,
p_297462_,pEquipment,
p_298486_,pSteppingOnLocation,
p_300139_,pEffects,
p_36659_,pTeam,
p_204078_,pEntityTypeTag,
p_300159_,pVehicle,
p_218801_,pSubPredicate,
p_36641_,pEquipment,
p_215494_,pLocation,
p_203820_,pType,
p_215486_,pLocation,
p_215488_,pPath,
p_215489_,pFilter,
p_143930_,pBackgroundExecutor,
p_143931_,pGameExecutor,
p_143932_,pWaitingFor,
p_143933_,pResourcePacks,
p_10714_,pListener,
p_215491_,pPath,
p_215492_,pFilter,
p_277761_,pVector,
p_299579_,pDynamic,
p_299439_,pDynamic,
p_300654_,pTag,
p_277789_,pOutputSchema,
p_278061_,pName,
p_277403_,pEntityName,
p_298173_,pDynamic,
p_299789_,pPrefix,
p_277962_,pTyped,
p_14572_,pOutputSchema,
p_14573_,pTypeReference,
p_14575_,pTyped,
p_14576_,pChoiceName,
p_14577_,pUpdater,
p_14591_,pDynamic,
p_14592_,pOldKey,
p_14593_,pNewKey,
p_14609_,pDynamic,
p_14610_,pOldKey,
p_14611_,pNewKey,
p_14588_,pDynamic,
p_14589_,pUuidKey,
p_14622_,pDynamic,
p_14623_,pMostKey,
p_14624_,pLeastKey,
p_14581_,pDynamic,
p_14582_,pMost,
p_14583_,pLeast,
p_14618_,pDynamic,
p_14619_,pOldKey,
p_14620_,pNewKey,
p_101155_,pLabel,
p_101156_,pTooltip,
p_165739_,pName,
p_299836_,pCodec,
p_261809_,pPoseStack,
p_261744_,pBuffer,
p_261711_,pPackedLight,
p_262032_,pPackedOverlay,
p_262022_,pRed,
p_261949_,pGreen,
p_261474_,pBlue,
p_261957_,pAlpha,
p_261926_,pRoot,
p_261561_,pMouthAnimation,
p_261750_,pYRot,
p_261549_,pXRot,
p_206225_,pRegistries,
p_206227_,pRegistries,
p_206229_,pRegistryKey,
p_248540_,pRegistries,
p_186412_,pX,
p_186413_,pZ,
p_286817_,pCollisionGetter,
p_286246_,pEntity,
p_286624_,pBox,
p_286354_,pOnlySuffocatingBlocks,
p_286303_,pResultProvider,
p_19625_,pName,
p_19626_,pEffect,
p_226079_,pLevel,
p_226080_,pBlockSetter,
p_226081_,pRandom,
p_226082_,pFreeTreeHeight,
p_226083_,pPos,
p_226084_,pConfig,
p_131232_,pPlainText,
p_131233_,pCharStyles,
p_131234_,pReverseCharModifier,
p_131252_,pFormattedText,
p_131253_,pReverseCharModifier,
p_131254_,pTextTransformer,
p_178537_,pFormattedText,
p_131237_,pFromIndex,
p_131238_,pToIndex,
p_131239_,pReversed,
p_249173_,pMessage,
p_250979_,pPlayer,
p_249307_,pFiltered,
p_252281_,pBoundType,
p_35642_,pItem,
p_35643_,pValue,
p_35644_,pMaxUses,
p_35645_,pVillagerXp,
p_35639_,pItem,
p_35640_,pValue,
p_219679_,pTrader,
p_219680_,pRandom,
p_219677_,pRandom,
p_25125_,pAnimal,
p_25126_,pSpeedModifier,
p_25127_,pPartnerClass,
p_25122_,pAnimal,
p_25123_,pSpeedModifier,
p_27008_,pLevel,
p_27017_,pLevel,
p_27010_,pLevel,
p_27011_,pPos,
p_27013_,pLevel,
p_27014_,pSpawnHostiles,
p_27015_,pSpawnPassives,
p_38730_,pNutrition,
p_38731_,pSaturationModifier,
p_38732_,pIsMeat,
p_38733_,pCanAlwaysEat,
p_38734_,pFastFood,
p_38735_,pEffects,
p_112307_,pBlockEntity,
p_112308_,pPartialTick,
p_112309_,pPoseStack,
p_112310_,pBuffer,
p_112311_,pPackedLight,
p_112312_,pPackedOverlay,
p_173568_,pBlockEntity,
p_173569_,pCameraPos,
p_112306_,pBlockEntity,
p_249170_,pSet,
p_249213_,pRegistry,
p_250429_,pEnabledFeatures,
p_250547_,pRequestedFeatures,
p_250581_,pEnabledFeatures,
p_250326_,pRequestedFeatures,
p_40199_,pPlayer,
p_40200_,pIndex,
p_40188_,pContainerId,
p_40189_,pPlayerInventory,
p_40191_,pContainerId,
p_40192_,pPlayerInventory,
p_40193_,pContainer,
p_40195_,pPlayer,
p_40197_,pPlayer,
p_45233_,pEnchantmentLevel,
p_45229_,pRarity,
p_45230_,pApplicableSlots,
p_45235_,pLevel,
p_45236_,pCreatureType,
p_45238_,pEnchantmentLevel,
p_40684_,pStack,
p_40685_,pLevel,
p_40686_,pEntityLiving,
p_40682_,pProperties,
p_44685_,pEntity,
p_44682_,pLevel,
p_44683_,pType,
p_44680_,pLevel,
p_44681_,pSource,
p_44691_,pLevel,
p_44701_,pLevel,
p_44696_,pOther,
p_44692_,pTarget,
p_44693_,pAttacker,
p_44694_,pLevel,
p_44690_,pOther,
p_44676_,pRarity,
p_44677_,pCategory,
p_44678_,pApplicableSlots,
p_44679_,pLevel,
p_44686_,pAttacker,
p_44687_,pTarget,
p_44688_,pLevel,
p_44689_,pStack,
p_44698_,pId,
